0.000000 0.342643 0.000000
0.001000 0.342702 -0.010152
0.002000 0.342751 -0.020293
0.003000 0.342984 -0.030425
0.004000 0.343262 -0.040662
0.005000 0.343544 -0.050884
0.006000 0.343979 -0.061157
0.007000 0.344451 -0.071475
0.008000 0.345034 -0.081966
0.009000 0.345688 -0.092366
0.010000 0.346358 -0.103008
0.011000 0.347200 -0.113722
0.012000 0.348071 -0.124518
0.013000 0.349083 -0.135483
0.014000 0.350074 -0.146572
0.015000 0.351192 -0.157777
0.016000 0.352376 -0.169212
0.017000 0.353679 -0.180813
0.018000 0.355091 -0.192597
0.019000 0.356525 -0.204608
0.020000 0.358065 -0.216853
0.021000 0.359723 -0.229333
0.022000 0.361401 -0.242115
0.023000 0.363245 -0.255173
0.024000 0.365096 -0.268562
0.025000 0.367118 -0.282191
0.026000 0.369136 -0.296274
0.027000 0.371380 -0.310565
0.028000 0.373633 -0.325366
0.029000 0.376238 -0.340634
0.030000 0.378497 -0.356347
0.031000 0.381113 -0.372816
0.032000 0.383193 -0.389026
0.033000 0.385848 -0.406630
0.034000 0.388736 -0.423426
0.035000 0.391660 -0.443384
0.036000 0.395804 -0.462438
0.037000 0.396262 -0.485358
0.038000 0.400873 -0.506014
0.039000 0.399336 -0.527103
0.040000 0.410065 -0.549726
0.041000 0.412488 -0.569777
0.042000 0.427973 -0.606145
0.043000 0.427275 -0.625463
0.044000 0.427252 -0.670342
0.045000 0.429094 -0.663295
0.046000 0.420952 -0.698716
0.047000 0.471388 -0.683495
0.048000 0.440822 -0.748142
0.049000 0.502252 -0.799129
0.050000 0.343073 -0.846483
0.051000 0.376158 -0.917802
0.052000 0.203689 -0.780973
0.053000 0.379751 -0.991515
0.054000 0.430753 -0.860433
0.055000 0.468241 -1.598128
0.056000 0.524572 -1.466816
0.057000 -0.126647 -2.134560
0.058000 0.630479 -1.333212
0.059000 0.095139 -1.292504
0.060000 2.803645 -1.243255
0.061000 1.692419 -1.328771
0.062000 3.651866 -3.601474
0.063000 -0.329606 -0.330312
0.064000 -0.328604 -1.942109
0.065000 -0.776153 8.129766
0.066000 -0.159917 2.122324
0.067000 6.457249 8.093902
0.068000 -7.917391 -8.853408
0.069000 -3.706358 -6.588053
0.070000 -39.917851 -8.047472
0.071000 -11.340712 -3.941733
0.072000 -29.700202 13.747762
0.073000 35.299085 -42.699958
0.074000 15.371343 -28.539914
0.075000 18.250494 -139.729678
0.076000 -1.291828 -17.270188
0.077000 -34.427910 -60.617092
0.078000 122.085259 122.462783
0.079000 66.153330 34.678380
0.080000 220.219795 35.683066
0.081000 -25.894441 -0.052229
0.082000 20.266263 -10.496454
0.083000 -117.245763 107.371595
0.084000 -23.085316 44.053839
0.085000 -21.535789 90.252793
0.086000 -4.553951 -22.281253
0.087000 -6.903639 0.514711
0.088000 -37.924114 -36.234870
0.089000 -14.199407 -1.862113
0.090000 -22.445961 -3.080946
0.091000 8.613943 1.260874
0.092000 0.354149 -0.982916
0.093000 8.615096 -7.753662
0.094000 -1.461186 -0.772878
0.095000 -0.367222 -2.267158
0.096000 -1.304127 5.351257
0.097000 -0.326256 2.411740
0.098000 1.038171 4.055449
0.099000 -0.865608 1.174470
0.100000 -0.543727 1.594525
0.101000 -2.275479 1.307080
0.102000 -1.285295 1.549925
0.103000 -1.572818 1.712291
0.104000 -0.776225 1.147777
0.105000 -0.909937 1.169390
0.106000 -0.807833 0.743687
0.107000 -0.848370 0.997939
0.108000 -0.830094 0.902425
0.109000 -0.663173 1.064741
0.110000 -0.648917 0.979797
0.111000 -0.540006 0.973167
0.112000 -0.595047 0.931512
0.113000 -0.556547 0.914762
0.114000 -0.579162 0.927241
0.115000 -0.539458 0.902914
0.116000 -0.524713 0.900230
0.117000 -0.501820 0.861169
0.118000 -0.487530 0.848041
0.119000 -0.478767 0.821864
0.120000 -0.461780 0.811984
0.121000 -0.450097 0.795871
0.122000 -0.431177 0.782566
0.123000 -0.419359 0.767842
0.124000 -0.405086 0.753141
0.125000 -0.395067 0.740928
0.126000 -0.383765 0.728225
0.127000 -0.373557 0.717627
0.128000 -0.363402 0.705826
0.129000 -0.353701 0.695137
0.130000 -0.344833 0.683955
0.131000 -0.336174 0.673721
0.132000 -0.328225 0.663534
0.133000 -0.320266 0.653866
0.134000 -0.312801 0.644393
0.135000 -0.305453 0.635150
0.136000 -0.298598 0.626278
0.137000 -0.291933 0.617550
0.138000 -0.285513 0.609162
0.139000 -0.279381 0.600984
0.140000 -0.273496 0.593071
0.141000 -0.267782 0.585316
0.142000 -0.262286 0.577780
0.143000 -0.257037 0.570436
0.144000 -0.251954 0.563316
0.145000 -0.247032 0.556402
0.146000 -0.242282 0.549577
0.147000 -0.237720 0.542974
0.148000 -0.233307 0.536528
0.149000 -0.229019 0.530255
0.150000 -0.224924 0.524125
0.151000 -0.220958 0.518066
0.152000 -0.217053 0.512261
0.153000 -0.213329 0.506523
0.154000 -0.209719 0.500911
0.155000 -0.206178 0.495421
0.156000 -0.202793 0.490024
0.157000 -0.199470 0.484824
0.158000 -0.196256 0.479658
0.159000 -0.193175 0.474600
0.160000 -0.190153 0.469711
0.161000 -0.187278 0.464847
0.162000 -0.184418 0.460092
0.163000 -0.181652 0.455448
0.164000 -0.178961 0.450887
0.165000 -0.176384 0.446349
0.166000 -0.173868 0.442004
0.167000 -0.171365 0.437669
0.168000 -0.168959 0.433446
0.169000 -0.166587 0.429230
0.170000 -0.164322 0.425156
0.171000 -0.162113 0.421068
0.172000 -0.159965 0.417108
0.173000 -0.157910 0.413198
0.174000 -0.155880 0.409335
0.175000 -0.153855 0.405599
0.176000 -0.151934 0.401822
0.177000 -0.150030 0.398151
0.178000 -0.148229 0.394521
0.179000 -0.146428 0.390917
0.180000 -0.144630 0.387423
0.181000 -0.142955 0.383943
0.182000 -0.141300 0.380448
0.183000 -0.139679 0.377065
0.184000 -0.138113 0.373670
0.185000 -0.136553 0.370394
0.186000 -0.135060 0.367096
0.187000 -0.133624 0.363868
0.188000 -0.132240 0.360638
0.189000 -0.130778 0.357417
0.190000 -0.129614 0.354208
0.191000 -0.128240 0.351038
0.192000 -0.127233 0.348037
0.193000 -0.125816 0.344804
0.194000 -0.124568 0.341993
0.195000 -0.123261 0.338302
0.196000 -0.121978 0.335431
0.197000 -0.121460 0.331667
0.198000 -0.119829 0.329459
0.199000 -0.119533 0.326611
0.200000 -0.116234 0.324163
0.201000 -0.116120 0.321350
0.202000 -0.113080 0.316503
0.203000 -0.115713 0.315564
0.204000 -0.115412 0.310596
0.205000 -0.116566 0.315769
0.206000 -0.115766 0.308746
0.207000 -0.109317 0.311753
0.208000 -0.116799 0.294579
0.209000 -0.110921 0.290960
0.210000 -0.137650 0.281690
0.211000 -0.119227 0.281973
0.212000 -0.135193 0.295155
0.213000 -0.083096 0.262518
0.214000 -0.087822 0.273297
0.215000 -0.070888 0.186453
0.216000 -0.091332 0.257539
0.217000 -0.132855 0.213174
0.218000 -0.034317 0.383378
0.219000 -0.075100 0.337694
0.220000 0.155782 0.375702
0.221000 -0.124760 0.285817
0.222000 -0.028669 0.196684
0.223000 -0.554050 0.494587
0.224000 -0.340899 0.367002
0.225000 -0.438242 0.925904
0.226000 -0.150955 0.002967
0.227000 -0.044020 0.235339
0.228000 -0.843217 -1.115551
0.229000 -0.469792 -0.287351
0.230000 -1.577727 -0.476274
0.231000 0.835599 0.287831
0.232000 0.219553 0.249005
0.233000 2.649255 -1.241826
0.234000 0.423752 -0.280456
0.235000 0.591487 -1.411497
0.236000 -0.499651 1.849224
0.237000 -0.200838 0.755056
0.238000 0.200378 1.210017
0.239000 -0.279919 0.266240
0.240000 -0.719187 0.050119
0.241000 1.502540 0.674975
0.242000 0.713380 0.165403
0.243000 2.593042 -0.923440
0.244000 -0.336637 0.387500
0.245000 0.185792 -0.079876
0.246000 -0.660966 2.722746
0.247000 0.093759 1.168230
0.248000 0.588428 2.023102
0.249000 -0.328400 -0.011546
0.250000 -0.152654 0.424699
0.251000 -1.347298 0.045585
0.252000 -0.433891 0.459917
0.253000 -0.703368 0.554524
0.254000 0.161299 0.150272
0.255000 -0.097630 0.207898
0.256000 0.033490 -0.183639
0.257000 -0.143677 0.217625
0.258000 -0.137198 0.133056
0.259000 0.007476 0.434057
0.260000 -0.017493 0.304572
0.261000 0.089633 0.342833
0.262000 -0.065391 0.273736
0.263000 -0.038283 0.286322
0.264000 -0.133009 0.328441
0.265000 -0.078814 0.313719
0.266000 -0.091140 0.335982
0.267000 -0.068015 0.279039
0.268000 -0.076345 0.286165
0.269000 -0.087885 0.256342
0.270000 -0.081747 0.274510
0.271000 -0.085704 0.267977
0.272000 -0.067462 0.272926
0.273000 -0.070439 0.267063
0.274000 -0.062393 0.262232
0.275000 -0.068878 0.262651
0.276000 -0.066682 0.260274
0.277000 -0.068133 0.263881
0.278000 -0.066115 0.260785
0.279000 -0.065018 0.261031
0.280000 -0.065291 0.257115
0.281000 -0.064814 0.256164
0.282000 -0.065872 0.254097
0.283000 -0.064831 0.253142
0.284000 -0.064824 0.251786
0.285000 -0.063655 0.250057
0.286000 -0.063450 0.248603
0.287000 -0.062856 0.246910
0.288000 -0.062616 0.245728
0.289000 -0.062211 0.244358
0.290000 -0.061744 0.243239
0.291000 -0.061257 0.241948
0.292000 -0.060828 0.240713
0.293000 -0.060554 0.239458
0.294000 -0.060218 0.238299
0.295000 -0.059913 0.237132
0.296000 -0.059541 0.235952
0.297000 -0.059191 0.234827
0.298000 -0.058890 0.233673
0.299000 -0.058557 0.232564
0.300000 -0.058231 0.231455
0.301000 -0.057900 0.230320
0.302000 -0.057608 0.229303
0.303000 -0.057304 0.228191
0.304000 -0.057003 0.227191
0.305000 -0.056682 0.226186
0.306000 -0.056458 0.225172
0.307000 -0.056133 0.224130
0.308000 -0.055850 0.223141
0.309000 -0.055549 0.222167
0.310000 -0.055319 0.221205
0.311000 -0.055056 0.220284
0.312000 -0.054768 0.219266
0.313000 -0.054552 0.218353
0.314000 -0.054264 0.217487
0.315000 -0.054035 0.216511
0.316000 -0.053775 0.215626
0.317000 -0.053516 0.214756
0.318000 -0.053283 0.213842
0.319000 -0.053036 0.212927
0.320000 -0.052820 0.212125
0.321000 -0.052547 0.211218
0.322000 -0.052302 0.210385
0.323000 -0.052086 0.209513
0.324000 -0.051873 0.208725
0.325000 -0.051635 0.207918
0.326000 -0.051426 0.207102
0.327000 -0.051204 0.206244
0.328000 -0.050996 0.205480
0.329000 -0.050801 0.204693
0.330000 -0.050582 0.203882
0.331000 -0.050377 0.203112
0.332000 -0.050174 0.202317
0.333000 -0.049975 0.201561
0.334000 -0.049806 0.200827
0.335000 -0.049595 0.200070
0.336000 -0.049393 0.199322
0.337000 -0.049212 0.198614
0.338000 -0.048993 0.197832
0.339000 -0.048851 0.197112
0.340000 -0.048627 0.196414
0.341000 -0.048464 0.195692
0.342000 -0.048272 0.194967
0.343000 -0.048080 0.194277
0.344000 -0.047906 0.193615
0.345000 -0.047710 0.192927
0.346000 -0.047574 0.192224
0.347000 -0.047462 0.191553
0.348000 -0.047268 0.190847
0.349000 -0.047108 0.190176
0.350000 -0.046959 0.189523
0.351000 -0.046786 0.188842
0.352000 -0.046618 0.188162
0.353000 -0.046414 0.187547
0.354000 -0.046280 0.186915
0.355000 -0.046116 0.186206
0.356000 -0.045996 0.185578
0.357000 -0.045856 0.184937
0.358000 -0.045706 0.184404
0.359000 -0.045574 0.183800
0.360000 -0.045278 0.183228
0.361000 -0.045309 0.182531
0.362000 -0.045082 0.181825
0.363000 -0.045328 0.181369
0.364000 -0.045109 0.180619
0.365000 -0.045181 0.180467
0.366000 -0.044733 0.179300
0.367000 -0.044375 0.178912
0.368000 -0.044705 0.177054
0.369000 -0.044314 0.177019
0.370000 -0.045398 0.176124
0.371000 -0.043294 0.176559
0.372000 -0.043766 0.176354
0.373000 -0.040279 0.174525
0.374000 -0.042334 0.174732
0.375000 -0.041586 0.171454
0.376000 -0.044681 0.176781
0.377000 -0.044818 0.174600
0.378000 -0.041659 0.181901
0.379000 -0.043635 0.174151
0.380000 -0.038685 0.174713
0.381000 -0.053101 0.166492
0.382000 -0.048381 0.167487
0.383000 -0.062923 0.173072
0.384000 -0.044440 0.167732
0.385000 -0.046765 0.173830
0.386000 -0.033566 0.147785
0.387000 -0.039884 0.158394
0.388000 -0.047534 0.142467
0.389000 -0.041052 0.169561
0.390000 -0.045487 0.165579
0.391000 -0.033924 0.170988
0.392000 -0.044601 0.165262
0.393000 -0.058905 0.167232
0.394000 -0.032331 0.158507
0.395000 -0.039961 0.161830
0.396000 -0.000117 0.083659
0.397000 -0.038981 0.137701
0.398000 -0.052891 0.095879
0.399000 -0.020053 0.219841
0.400000 -0.028679 0.180491
0.401000 0.015145 0.199341
